ID	 Word
1	HNOOSTU
2	HNOOSUT
3	HNOOTSU
4	HNOOTUS
5	HNOOUST
6	HNOOUTS
7	HNOSOTU
8	HNOSOUT
9	HNOSTOU
10	HNOSTUO
11	HNOSUOT
12	HNOSUTO
13	HNOTOSU
14	HNOTOUS
15	HNOTSOU
16	HNOTSUO
17	HNOTUOS
18	HNOTUSO
19	HNOUOST
20	HNOUOTS
21	HNOUSOT
22	HNOUSTO
23	HNOUTOS
24	HNOUTSO
25	HNSOOTU
26	HNSOOUT
27	HNSOTOU
28	HNSOTUO
29	HNSOUOT
30	HNSOUTO
31	HNSTOOU
32	HNSTOUO
33	HNSTUOO
34	HNSUOOT
35	HNSUOTO
36	HNSUTOO
37	HNTOOSU
38	HNTOOUS
39	HNTOSOU
40	HNTOSUO
41	HNTOUOS
42	HNTOUSO
43	HNTSOOU
44	HNTSOUO
45	HNTSUOO
46	HNTUOOS
47	HNTUOSO
48	HNTUSOO
49	HNUOOST
50	HNUOOTS
51	HNUOSOT
52	HNUOSTO
53	HNUOTOS
54	HNUOTSO
55	HNUSOOT
56	HNUSOTO
57	HNUSTOO
58	HNUTOOS
59	HNUTOSO
60	HNUTSOO
61	HONOSTU
62	HONOSUT
63	HONOTSU
64	HONOTUS
65	HONOUST
66	HONOUTS
67	HONSOTU
68	HONSOUT
69	HONSTOU
70	HONSTUO
71	HONSUOT
72	HONSUTO
73	HONTOSU
74	HONTOUS
75	HONTSOU
76	HONTSUO
77	HONTUOS
78	HONTUSO
79	HONUOST
80	HONUOTS
81	HONUSOT
82	HONUSTO
83	HONUTOS
84	HONUTSO
85	HOONSTU
86	HOONSUT
87	HOONTSU
88	HOONTUS
89	HOONUST
90	HOONUTS
91	HOOSNTU
92	HOOSNUT
93	HOOSTNU
94	HOOSTUN
95	HOOSUNT
96	HOOSUTN
97	HOOTNSU
98	HOOTNUS
99	HOOTSNU
100	HOOTSUN
101	HOOTUNS
102	HOOTUSN
103	HOOUNST
104	HOOUNTS
105	HOOUSNT
106	HOOUSTN
107	HOOUTNS
108	HOOUTSN
109	HOSNOTU
110	HOSNOUT
111	HOSNTOU
112	HOSNTUO
113	HOSNUOT
114	HOSNUTO
115	HOSONTU
116	HOSONUT
117	HOSOTNU
118	HOSOTUN
119	HOSOUNT
120	HOSOUTN
121	HOSTNOU
122	HOSTNUO
123	HOSTONU
124	HOSTOUN
125	HOSTUNO
